element,round,kickoff_time,fixture,opponent_team,was_home,minutes,total_points
67,9,2018-10-20T14:00:00Z,86,12,False,0,0
67,10,2018-10-28T13:30:00Z,91,5,True,0,0
67,11,2018-11-03T15:00:00Z,108,18,False,0,0
67,12,2018-11-10T15:00:00Z,115,10,False,0,0
67,13,2018-11-26T20:30:00Z,122,14,True,0,0
67,14,2018-12-01T15:00:00Z,133,6,False,0,0
67,15,2018-12-05T19:45:00Z,142,11,True,0,0
67,16,2018-12-08T15:00:00Z,152,2,True,0,0
67,17,2018-12-15T15:00:00Z,167,16,False,0,0
67,18,2018-12-22T12:30:00Z,170,0,False,0,0
67,19,2018-12-26T15:00:00Z,181,7,True,0,0
67,20,2018-12-30T14:15:00Z,191,18,True,0,0
67,21,2019-01-02T19:45:00Z,205,9,False,0,0
67,22,2019-01-12T15:00:00Z,211,8,True,0,0
67,23,2019-01-19T15:00:00Z,228,17,False,0,0
67,24,2019-01-29T20:00:00Z,234,13,False,0,0
67,25,2019-02-02T15:00:00Z,241,15,True,0,0
67,26,2019-02-09T17:30:00Z,250,2,False,0,0
67,27,2019-02-23T12:30:00Z,262,16,True,0,0
67,28,2019-02-26T20:00:00Z,278,14,False,0,0
67,29,2019-03-02T15:00:00Z,282,6,True,0,0
67,30,2019-03-10T12:00:00Z,296,11,False,0,0
67,31,2019-03-16T15:00:00Z,302,10,True,0,0
67,32,2019-03-30T15:00:00Z,312,19,True,0,0
67,33,2019-04-06T14:00:00Z,320,1,False,0,0
67,34,2019-04-13T14:00:00Z,331,4,True,0,0
67,35,2019-04-22T19:00:00Z,343,5,False,0,0
67,36,2019-04-28T13:05:00Z,351,12,True,0,0
67,37,2019-05-03T19:00:00Z,364,7,False,0,0
67,38,2019-05-12T14:00:00Z,371,0,True,0,0
68,1,2018-08-12T12:30:00Z,7,15,False,90,6
68,2,2018-08-19T12:30:00Z,11,17,True,90,1
68,3,2018-08-26T15:00:00Z,22,8,False,90,0
68,4,2018-09-02T15:00:00Z,31,13,True,0,0
68,5,2018-09-16T12:30:00Z,49,19,False,0,0
68,6,2018-09-22T14:00:00Z,52,1,True,90,5
68,7,2018-09-30T15:00:00Z,62,4,False,90,1
68,8,2018-10-06T14:00:00Z,71,9,True,90,1
68,9,2018-10-20T14:00:00Z,86,12,False,90,0
68,10,2018-10-28T13:30:00Z,91,5,True,90,0
68,11,2018-11-03T15:00:00Z,108,18,False,90,-1
68,12,2018-11-10T15:00:00Z,115,10,False,90,6
68,13,2018-11-26T20:30:00Z,122,14,True,90,1
68,14,2018-12-01T15:00:00Z,133,6,False,90,1
68,15,2018-12-05T19:45:00Z,142,11,True,0,0
68,16,2018-12-08T15:00:00Z,152,2,True,0,0
68,17,2018-12-15T15:00:00Z,167,16,False,0,0
68,18,2018-12-22T12:30:00Z,170,0,False,7,1
68,19,2018-12-26T15:00:00Z,181,7,True,90,-1
68,20,2018-12-30T14:15:00Z,191,18,True,0,0
68,21,2019-01-02T19:45:00Z,205,9,False,31,1
68,22,2019-01-12T15:00:00Z,211,8,True,0,0
68,23,2019-01-19T15:00:00Z,228,17,False,0,0
68,24,2019-01-29T20:00:00Z,234,13,False,0,0
68,25,2019-02-02T15:00:00Z,241,15,True,0,0
68,26,2019-02-09T17:30:00Z,250,2,False,0,0
68,27,2019-02-23T12:30:00Z,262,16,True,0,0
68,28,2019-02-26T20:00:00Z,278,14,False,0,0
68,29,2019-03-02T15:00:00Z,282,6,True,0,0
68,30,2019-03-10T12:00:00Z,296,11,False,0,0
68,31,2019-03-16T15:00:00Z,302,10,True,0,0
68,32,2019-03-30T15:00:00Z,312,19,True,0,0
68,33,2019-04-06T14:00:00Z,320,1,False,90,2
68,34,2019-04-13T14:00:00Z,331,4,True,90,7
68,35,2019-04-22T19:00:00Z,343,5,False,90,1
68,36,2019-04-28T13:05:00Z,351,12,True,90,1
68,37,2019-05-03T19:00:00Z,364,7,False,90,1
68,38,2019-05-12T14:00:00Z,371,0,True,90,0
69,1,2018-08-12T12:30:00Z,7,15,False,90,8
69,2,2018-08-19T12:30:00Z,11,17,True,90,1
69,3,2018-08-26T15:00:00Z,22,8,False,90,3
69,4,2018-09-02T15:00:00Z,31,13,True,90,1
69,5,2018-09-16T12:30:00Z,49,19,False,90,2
69,6,2018-09-22T14:00:00Z,52,1,True,90,6
69,7,2018-09-30T15:00:00Z,62,4,False,90,2
69,8,2018-10-06T14:00:00Z,71,9,True,90,1
69,9,2018-10-20T14:00:00Z,86,12,False,90,0
69,10,2018-10-28T13:30:00Z,91,5,True,90,0
69,11,2018-11-03T15:00:00Z,108,18,False,90,0
69,12,2018-11-10T15:00:00Z,115,10,False,90,6
69,13,2018-11-26T20:30:00Z,122,14,True,90,2
69,14,2018-12-01T15:00:00Z,133,6,False,90,0
69,15,2018-12-05T19:45:00Z,142,11,True,90,1
69,16,2018-12-08T15:00:00Z,152,2,True,90,8
69,17,2018-12-15T15:00:00Z,167,16,False,90,2
69,18,2018-12-22T12:30:00Z,170,0,False,90,0
69,19,2018-12-26T15:00:00Z,181,7,True,90,0
69,20,2018-12-30T14:15:00Z,191,18,True,90,6
69,21,2019-01-02T19:45:00Z,205,9,False,90,1
69,22,2019-01-12T15:00:00Z,211,8,True,90,2
69,23,2019-01-19T15:00:00Z,228,17,False,90,5
69,24,2019-01-29T20:00:00Z,234,13,False,90,1
69,25,2019-02-02T15:00:00Z,241,15,True,90,1
69,26,2019-02-09T17:30:00Z,250,2,False,90,2
69,27,2019-02-23T12:30:00Z,262,16,True,90,2
69,28,2019-02-26T20:00:00Z,278,14,False,90,0
69,29,2019-03-02T15:00:00Z,282,6,True,90,0
69,30,2019-03-10T12:00:00Z,296,11,False,90,0
69,31,2019-03-16T15:00:00Z,302,10,True,90,1
69,32,2019-03-30T15:00:00Z,312,19,True,90,7
69,33,2019-04-06T14:00:00Z,320,1,False,90,1
69,34,2019-04-13T14:00:00Z,331,4,True,90,6
69,35,2019-04-22T19:00:00Z,343,5,False,90,1
69,36,2019-04-28T13:05:00Z,351,12,True,90,2
69,37,2019-05-03T19:00:00Z,364,7,False,90,-1
69,38,2019-05-12T14:00:00Z,371,0,True,90,1
70,1,2018-08-12T12:30:00Z,7,15,False,90,6
70,2,2018-08-19T12:30:00Z,11,17,True,73,0
70,3,2018-08-26T15:00:00Z,22,8,False,65,1
70,4,2018-09-02T15:00:00Z,31,13,True,0,0
70,5,2018-09-16T12:30:00Z,49,19,False,0,0
70,6,2018-09-22T14:00:00Z,52,1,True,0,0
70,7,2018-09-30T15:00:00Z,62,4,False,0,0
70,8,2018-10-06T14:00:00Z,71,9,True,0,0
70,9,2018-10-20T14:00:00Z,86,12,False,0,0
70,10,2018-10-28T13:30:00Z,91,5,True,0,0
70,11,2018-11-03T15:00:00Z,108,18,False,0,0
70,12,2018-11-10T15:00:00Z,115,10,False,0,0
70,13,2018-11-26T20:30:00Z,122,14,True,0,0
70,14,2018-12-01T15:00:00Z,133,6,False,0,0
70,15,2018-12-05T19:45:00Z,142,11,True,0,0
70,16,2018-12-08T15:00:00Z,152,2,True,0,0
70,17,2018-12-15T15:00:00Z,167,16,False,0,0
70,18,2018-12-22T12:30:00Z,170,0,False,0,0
70,19,2018-12-26T15:00:00Z,181,7,True,0,0
70,20,2018-12-30T14:15:00Z,191,18,True,0,0
70,21,2019-01-02T19:45:00Z,205,9,False,0,0
70,22,2019-01-12T15:00:00Z,211,8,True,0,0
70,23,2019-01-19T15:00:00Z,228,17,False,0,0
70,24,2019-01-29T20:00:00Z,234,13,False,0,0
70,25,2019-02-02T15:00:00Z,241,15,True,0,0
70,26,2019-02-09T17:30:00Z,250,2,False,0,0
70,27,2019-02-23T12:30:00Z,262,16,True,0,0
70,28,2019-02-26T20:00:00Z,278,14,False,0,0
70,29,2019-03-02T15:00:00Z,282,6,True,0,0
70,30,2019-03-10T12:00:00Z,296,11,False,0,0
70,31,2019-03-16T15:00:00Z,302,10,True,0,0
70,32,2019-03-30T15:00:00Z,312,19,True,0,0
70,33,2019-04-06T14:00:00Z,320,1,False,0,0
70,34,2019-04-13T14:00:00Z,331,4,True,0,0
70,35,2019-04-22T19:00:00Z,343,5,False,0,0
70,36,2019-04-28T13:05:00Z,351,12,True,0,0
70,37,2019-05-03T19:00:00Z,364,7,False,0,0
70,38,2019-05-12T14:00:00Z,371,0,True,0,0
71,1,2018-08-12T12:30:00Z,7,15,False,90,7
71,2,2018-08-19T12:30:00Z,11,17,True,90,7
71,3,2018-08-26T15:00:00Z,22,8,False,90,5
71,4,2018-09-02T15:00:00Z,31,13,True,90,1
71,5,2018-09-16T12:30:00Z,49,19,False,90,2
71,6,2018-09-22T14:00:00Z,52,1,True,90,6
71,7,2018-09-30T15:00:00Z,62,4,False,26,1
71,8,2018-10-06T14:00:00Z,71,9,True,90,2
71,9,2018-10-20T14:00:00Z,86,12,False,90,0
71,10,2018-10-28T13:30:00Z,91,5,True,90,-1
71,11,2018-11-03T15:00:00Z,108,18,False,90,-1
71,12,2018-11-10T15:00:00Z,115,10,False,0,0
71,13,2018-11-26T20:30:00Z,122,14,True,0,0
71,14,2018-12-01T15:00:00Z,133,6,False,0,0
71,15,2018-12-05T19:45:00Z,142,11,True,90,1
71,16,2018-12-08T15:00:00Z,152,2,True,90,14
71,17,2018-12-15T15:00:00Z,167,16,False,90,2
71,18,2018-12-22T12:30:00Z,170,0,False,90,1
71,19,2018-12-26T15:00:00Z,181,7,True,90,3
71,20,2018-12-30T14:15:00Z,191,18,True,90,6
71,21,2019-01-02T19:45:00Z,205,9,False,90,2
71,22,2019-01-12T15:00:00Z,211,8,True,90,1
71,23,2019-01-19T15:00:00Z,228,17,False,90,6
71,24,2019-01-29T20:00:00Z,234,13,False,90,1
71,25,2019-02-02T15:00:00Z,241,15,True,90,2
71,26,2019-02-09T17:30:00Z,250,2,False,90,2
71,27,2019-02-23T12:30:00Z,262,16,True,90,2
71,28,2019-02-26T20:00:00Z,278,14,False,90,1
71,29,2019-03-02T15:00:00Z,282,6,True,90,1
71,30,2019-03-10T12:00:00Z,296,11,False,90,0
71,31,2019-03-16T15:00:00Z,302,10,True,90,1
71,32,2019-03-30T15:00:00Z,312,19,True,90,12
71,33,2019-04-06T14:00:00Z,320,1,False,90,2
71,34,2019-04-13T14:00:00Z,331,4,True,90,5
71,35,2019-04-22T19:00:00Z,343,5,False,90,1
71,36,2019-04-28T13:05:00Z,351,12,True,90,2
71,37,2019-05-03T19:00:00Z,364,7,False,90,0
71,38,2019-05-12T14:00:00Z,371,0,True,90,0
72,1,2018-08-12T12:30:00Z,7,15,False,0,0
72,2,2018-08-19T12:30:00Z,11,17,True,0,0
72,3,2018-08-26T15:00:00Z,22,8,False,0,0
72,4,2018-09-02T15:00:00Z,31,13,True,0,0
72,5,2018-09-16T12:30:00Z,49,19,False,0,0
72,6,2018-09-22T14:00:00Z,52,1,True,0,0
72,7,2018-09-30T15:00:00Z,62,4,False,63,2
72,8,2018-10-06T14:00:00Z,71,9,True,0,0
72,9,2018-10-20T14:00:00Z,86,12,False,0,0
72,10,2018-10-28T13:30:00Z,91,5,True,0,0
72,11,2018-11-03T15:00:00Z,108,18,False,0,0
72,12,2018-11-10T15:00:00Z,115,10,False,90,6
72,13,2018-11-26T20:30:00Z,122,14,True,90,1
72,14,2018-12-01T15:00:00Z,133,6,False,90,1
72,15,2018-12-05T19:45:00Z,142,11,True,0,0
72,16,2018-12-08T15:00:00Z,152,2,True,0,0
72,17,2018-12-15T15:00:00Z,167,16,False,90,2
72,18,2018-12-22T12:30:00Z,170,0,False,90,4
72,19,2018-12-26T15:00:00Z,181,7,True,0,0
72,20,2018-12-30T14:15:00Z,191,18,True,0,0
72,21,2019-01-02T19:45:00Z,205,9,False,0,0
72,22,2019-01-12T15:00:00Z,211,8,True,0,0
72,23,2019-01-19T15:00:00Z,228,17,False,0,0
72,24,2019-01-29T20:00:00Z,234,13,False,0,0
72,25,2019-02-02T15:00:00Z,241,15,True,0,0
72,26,2019-02-09T17:30:00Z,250,2,False,0,0
72,27,2019-02-23T12:30:00Z,262,16,True,0,0
72,28,2019-02-26T20:00:00Z,278,14,False,0,0
72,29,2019-03-02T15:00:00Z,282,6,True,0,0
72,30,2019-03-10T12:00:00Z,296,11,False,0,0
72,31,2019-03-16T15:00:00Z,302,10,True,0,0
72,32,2019-03-30T15:00:00Z,312,19,True,0,0
72,33,2019-04-06T14:00:00Z,320,1,False,0,0
72,34,2019-04-13T14:00:00Z,331,4,True,0,0
72,35,2019-04-22T19:00:00Z,343,5,False,0,0
72,36,2019-04-28T13:05:00Z,351,12,True,0,0
72,37,2019-05-03T19:00:00Z,364,7,False,0,0
72,38,2019-05-12T14:00:00Z,371,0,True,0,0
73,1,2018-08-12T12:30:00Z,7,15,False,3,1
73,2,2018-08-19T12:30:00Z,11,17,True,16,1
73,3,2018-08-26T15:00:00Z,22,8,False,71,1
73,4,2018-09-02T15:00:00Z,31,13,True,90,1
73,5,2018-09-16T12:30:00Z,49,19,False,90,1
73,6,2018-09-22T14:00:00Z,52,1,True,90,6
73,7,2018-09-30T15:00:00Z,62,4,False,90,2
73,8,2018-10-06T14:00:00Z,71,9,True,90,2
73,9,2018-10-20T14:00:00Z,86,12,False,90,0
73,10,2018-10-28T13:30:00Z,91,5,True,90,0
73,11,2018-11-03T15:00:00Z,108,18,False,90,0
73,12,2018-11-10T15:00:00Z,115,10,False,90,7
73,13,2018-11-26T20:30:00Z,122,14,True,90,1
73,14,2018-12-01T15:00:00Z,133,6,False,90,1
73,15,2018-12-05T19:45:00Z,142,11,True,90,1
73,16,2018-12-08T15:00:00Z,152,2,True,90,6
73,17,2018-12-15T15:00:00Z,167,16,False,90,2
73,18,2018-12-22T12:30:00Z,170,0,False,90,1
73,19,2018-12-26T15:00:00Z,181,7,True,90,0
73,20,2018-12-30T14:15:00Z,191,18,True,90,6
73,21,2019-01-02T19:45:00Z,205,9,False,90,2
73,22,2019-01-12T15:00:00Z,211,8,True,90,2
73,23,2019-01-19T15:00:00Z,228,17,False,90,6
73,24,2019-01-29T20:00:00Z,234,13,False,90,0
73,25,2019-02-02T15:00:00Z,241,15,True,90,2
73,26,2019-02-09T17:30:00Z,250,2,False,90,2
73,27,2019-02-23T12:30:00Z,262,16,True,90,2
73,28,2019-02-26T20:00:00Z,278,14,False,90,1
73,29,2019-03-02T15:00:00Z,282,6,True,90,1
73,30,2019-03-10T12:00:00Z,296,11,False,90,0
73,31,2019-03-16T15:00:00Z,302,10,True,90,4
73,32,2019-03-30T15:00:00Z,312,19,True,90,7
73,33,2019-04-06T14:00:00Z,320,1,False,90,2
73,34,2019-04-13T14:00:00Z,331,4,True,90,6
73,35,2019-04-22T19:00:00Z,343,5,False,90,1
73,36,2019-04-28T13:05:00Z,351,12,True,90,2
73,37,2019-05-03T19:00:00Z,364,7,False,90,1
73,38,2019-05-12T14:00:00Z,371,0,True,90,1
74,1,2018-08-12T12:30:00Z,7,15,False,0,0
74,2,2018-08-19T12:30:00Z,11,17,True,0,0
74,3,2018-08-26T15:00:00Z,22,8,False,0,0
74,4,2018-09-02T15:00:00Z,31,13,True,90,0
74,5,2018-09-16T12:30:00Z,49,19,False,90,1
74,6,2018-09-22T14:00:00Z,52,1,True,0,0
74,7,2018-09-30T15:00:00Z,62,4,False,0,0
74,8,2018-10-06T14:00:00Z,71,9,True,0,0
74,9,2018-10-20T14:00:00Z,86,12,False,0,0
74,10,2018-10-28T13:30:00Z,91,5,True,0,0
74,11,2018-11-03T15:00:00Z,108,18,False,0,0
74,12,2018-11-10T15:00:00Z,115,10,False,0,0
74,13,2018-11-26T20:30:00Z,122,14,True,0,0
74,14,2018-12-01T15:00:00Z,133,6,False,0,0
74,15,2018-12-05T19:45:00Z,142,11,True,90,1
74,16,2018-12-08T15:00:00Z,152,2,True,90,5
74,17,2018-12-15T15:00:00Z,167,16,False,90,1
74,18,2018-12-22T12:30:00Z,170,0,False,82,1
74,19,2018-12-26T15:00:00Z,181,7,True,0,0
74,20,2018-12-30T14:15:00Z,191,18,True,90,6
74,21,2019-01-02T19:45:00Z,205,9,False,58,0
74,22,2019-01-12T15:00:00Z,211,8,True,90,2
74,23,2019-01-19T15:00:00Z,228,17,False,90,5
74,24,2019-01-29T20:00:00Z,234,13,False,90,1
74,25,2019-02-02T15:00:00Z,241,15,True,90,1
74,26,2019-02-09T17:30:00Z,250,2,False,90,2
74,27,2019-02-23T12:30:00Z,262,16,True,90,1
74,28,2019-02-26T20:00:00Z,278,14,False,90,1
74,29,2019-03-02T15:00:00Z,282,6,True,90,-1
74,30,2019-03-10T12:00:00Z,296,11,False,90,0
74,31,2019-03-16T15:00:00Z,302,10,True,90,0
74,32,2019-03-30T15:00:00Z,312,19,True,90,6
74,33,2019-04-06T14:00:00Z,320,1,False,0,0
74,34,2019-04-13T14:00:00Z,331,4,True,0,0
74,35,2019-04-22T19:00:00Z,343,5,False,0,0
74,36,2019-04-28T13:05:00Z,351,12,True,0,0
74,37,2019-05-03T19:00:00Z,364,7,False,0,0
74,38,2019-05-12T14:00:00Z,371,0,True,0,0
75,1,2018-08-12T12:30:00Z,7,15,False,86,3
75,2,2018-08-19T12:30:00Z,11,17,True,90,5
75,3,2018-08-26T15:00:00Z,22,8,False,18,1
75,4,2018-09-02T15:00:00Z,31,13,True,0,0
75,5,2018-09-16T12:30:00Z,49,19,False,90,1
75,6,2018-09-22T14:00:00Z,52,1,True,90,9
75,7,2018-09-30T15:00:00Z,62,4,False,90,13
75,8,2018-10-06T14:00:00Z,71,9,True,90,7
75,9,2018-10-20T14:00:00Z,86,12,False,90,2
75,10,2018-10-28T13:30:00Z,91,5,True,90,1
75,11,2018-11-03T15:00:00Z,108,18,False,90,7
75,12,2018-11-10T15:00:00Z,115,10,False,64,3
75,13,2018-11-26T20:30:00Z,122,14,True,0,0
75,14,2018-12-01T15:00:00Z,133,6,False,90,2
75,15,2018-12-05T19:45:00Z,142,11,True,90,2
75,16,2018-12-08T15:00:00Z,152,2,True,71,3
75,17,2018-12-15T15:00:00Z,167,16,False,0,0
75,18,2018-12-22T12:30:00Z,170,0,False,0,0
75,19,2018-12-26T15:00:00Z,181,7,True,27,1
75,20,2018-12-30T14:15:00Z,191,18,True,90,3
75,21,2019-01-02T19:45:00Z,205,9,False,90,2
75,22,2019-01-12T15:00:00Z,211,8,True,0,0
75,23,2019-01-19T15:00:00Z,228,17,False,0,0
75,24,2019-01-29T20:00:00Z,234,13,False,12,1
75,25,2019-02-02T15:00:00Z,241,15,True,32,1
75,26,2019-02-09T17:30:00Z,250,2,False,0,0
75,27,2019-02-23T12:30:00Z,262,16,True,10,4
75,28,2019-02-26T20:00:00Z,278,14,False,90,2
75,29,2019-03-02T15:00:00Z,282,6,True,45,1
75,30,2019-03-10T12:00:00Z,296,11,False,11,7
75,31,2019-03-16T15:00:00Z,302,10,True,78,2
75,32,2019-03-30T15:00:00Z,312,19,True,3,1
75,33,2019-04-06T14:00:00Z,320,1,False,8,1
75,34,2019-04-13T14:00:00Z,331,4,True,0,0
75,35,2019-04-22T19:00:00Z,343,5,False,0,0
75,36,2019-04-28T13:05:00Z,351,12,True,14,1
75,37,2019-05-03T19:00:00Z,364,7,False,68,2
75,38,2019-05-12T14:00:00Z,371,0,True,26,4
76,1,2018-08-12T12:30:00Z,7,15,False,0,0
76,2,2018-08-19T12:30:00Z,11,17,True,0,0
76,3,2018-08-26T15:00:00Z,22,8,False,0,0
76,4,2018-09-02T15:00:00Z,31,13,True,0,0
76,5,2018-09-16T12:30:00Z,49,19,False,0,0
76,6,2018-09-22T14:00:00Z,52,1,True,0,0
76,7,2018-09-30T15:00:00Z,62,4,False,0,0
76,8,2018-10-06T14:00:00Z,71,9,True,0,0
76,9,2018-10-20T14:00:00Z,86,12,False,74,2
76,10,2018-10-28T13:30:00Z,91,5,True,90,2
76,11,2018-11-03T15:00:00Z,108,18,False,90,2
76,12,2018-11-10T15:00:00Z,115,10,False,54,1
76,13,2018-11-26T20:30:00Z,122,14,True,82,2
76,14,2018-12-01T15:00:00Z,133,6,False,59,1
76,15,2018-12-05T19:45:00Z,142,11,True,0,0
76,16,2018-12-08T15:00:00Z,152,2,True,0,0
76,17,2018-12-15T15:00:00Z,167,16,False,0,0
76,18,2018-12-22T12:30:00Z,170,0,False,0,0
76,19,2018-12-26T15:00:00Z,181,7,True,0,0
76,20,2018-12-30T14:15:00Z,191,18,True,0,0
76,21,2019-01-02T19:45:00Z,205,9,False,0,0
76,22,2019-01-12T15:00:00Z,211,8,True,0,0
76,23,2019-01-19T15:00:00Z,228,17,False,0,0
76,24,2019-01-29T20:00:00Z,234,13,False,0,0
76,25,2019-02-02T15:00:00Z,241,15,True,0,0
76,26,2019-02-09T17:30:00Z,250,2,False,0,0
76,27,2019-02-23T12:30:00Z,262,16,True,0,0
76,28,2019-02-26T20:00:00Z,278,14,False,0,0
76,29,2019-03-02T15:00:00Z,282,6,True,0,0
76,30,2019-03-10T12:00:00Z,296,11,False,0,0
76,31,2019-03-16T15:00:00Z,302,10,True,0,0
76,32,2019-03-30T15:00:00Z,312,19,True,0,0
76,33,2019-04-06T14:00:00Z,320,1,False,0,0
76,34,2019-04-13T14:00:00Z,331,4,True,0,0
76,35,2019-04-22T19:00:00Z,343,5,False,0,0
76,36,2019-04-28T13:05:00Z,351,12,True,0,0
76,37,2019-05-03T19:00:00Z,364,7,False,0,0
76,38,2019-05-12T14:00:00Z,371,0,True,0,0
77,1,2018-08-12T12:30:00Z,7,15,False,75,3
77,2,2018-08-19T12:30:00Z,11,17,True,69,2
77,3,2018-08-26T15:00:00Z,22,8,False,90,7
77,4,2018-09-02T15:00:00Z,31,13,True,57,1
77,5,2018-09-16T12:30:00Z,49,19,False,78,2
77,6,2018-09-22T14:00:00Z,52,1,True,0,0
77,7,2018-09-30T15:00:00Z,62,4,False,0,0
77,8,2018-10-06T14:00:00Z,71,9,True,17,1
77,9,2018-10-20T14:00:00Z,86,12,False,90,1
77,10,2018-10-28T13:30:00Z,91,5,True,64,1
77,11,2018-11-03T15:00:00Z,108,18,False,0,0
77,12,2018-11-10T15:00:00Z,115,10,False,35,1
77,13,2018-11-26T20:30:00Z,122,14,True,8,1
77,14,2018-12-01T15:00:00Z,133,6,False,90,2
77,15,2018-12-05T19:45:00Z,142,11,True,0,0
77,16,2018-12-08T15:00:00Z,152,2,True,5,1
77,17,2018-12-15T15:00:00Z,167,16,False,1,1
77,18,2018-12-22T12:30:00Z,170,0,False,90,2
77,19,2018-12-26T15:00:00Z,181,7,True,62,2
77,20,2018-12-30T14:15:00Z,191,18,True,0,0
77,21,2019-01-02T19:45:00Z,205,9,False,1,1
77,22,2019-01-12T15:00:00Z,211,8,True,90,11
77,23,2019-01-19T15:00:00Z,228,17,False,90,3
77,24,2019-01-29T20:00:00Z,234,13,False,90,2
77,25,2019-02-02T15:00:00Z,241,15,True,57,1
77,26,2019-02-09T17:30:00Z,250,2,False,90,2
77,27,2019-02-23T12:30:00Z,262,16,True,79,2
77,28,2019-02-26T20:00:00Z,278,14,False,90,1
77,29,2019-03-02T15:00:00Z,282,6,True,45,1
77,30,2019-03-10T12:00:00Z,296,11,False,78,2
77,31,2019-03-16T15:00:00Z,302,10,True,0,0
77,32,2019-03-30T15:00:00Z,312,19,True,90,3
77,33,2019-04-06T14:00:00Z,320,1,False,81,1
77,34,2019-04-13T14:00:00Z,331,4,True,90,3
77,35,2019-04-22T19:00:00Z,343,5,False,90,7
77,36,2019-04-28T13:05:00Z,351,12,True,75,2
77,37,2019-05-03T19:00:00Z,364,7,False,10,1
77,38,2019-05-12T14:00:00Z,371,0,True,81,2
78,1,2018-08-12T12:30:00Z,7,15,False,0,0
78,2,2018-08-19T12:30:00Z,11,17,True,0,0
78,3,2018-08-26T15:00:00Z,22,8,False,0,0
78,4,2018-09-02T15:00:00Z,31,13,True,0,0
78,5,2018-09-16T12:30:00Z,49,19,False,0,0
78,6,2018-09-22T14:00:00Z,52,1,True,0,0
78,7,2018-09-30T15:00:00Z,62,4,False,0,0
78,8,2018-10-06T14:00:00Z,71,9,True,0,0
78,9,2018-10-20T14:00:00Z,86,12,False,0,0
78,10,2018-10-28T13:30:00Z,91,5,True,90,1
78,11,2018-11-03T15:00:00Z,108,18,False,15,3
78,12,2018-11-10T15:00:00Z,115,10,False,25,1
78,13,2018-11-26T20:30:00Z,122,14,True,82,2
78,14,2018-12-01T15:00:00Z,133,6,False,45,1
78,15,2018-12-05T19:45:00Z,142,11,True,70,2
78,16,2018-12-08T15:00:00Z,152,2,True,90,3
78,17,2018-12-15T15:00:00Z,167,16,False,90,1
78,18,2018-12-22T12:30:00Z,170,0,False,0,0
78,19,2018-12-26T15:00:00Z,181,7,True,0,0
78,20,2018-12-30T14:15:00Z,191,18,True,0,0
78,21,2019-01-02T19:45:00Z,205,9,False,27,-2
78,22,2019-01-12T15:00:00Z,211,8,True,0,0
78,23,2019-01-19T15:00:00Z,228,17,False,0,0
78,24,2019-01-29T20:00:00Z,234,13,False,0,0
78,25,2019-02-02T15:00:00Z,241,15,True,9,1
78,26,2019-02-09T17:30:00Z,250,2,False,0,0
78,27,2019-02-23T12:30:00Z,262,16,True,10,1
78,28,2019-02-26T20:00:00Z,278,14,False,45,1
78,29,2019-03-02T15:00:00Z,282,6,True,18,1
78,30,2019-03-10T12:00:00Z,296,11,False,0,0
78,31,2019-03-16T15:00:00Z,302,10,True,11,1
78,32,2019-03-30T15:00:00Z,312,19,True,0,0
78,33,2019-04-06T14:00:00Z,320,1,False,0,0
78,34,2019-04-13T14:00:00Z,331,4,True,0,0
78,35,2019-04-22T19:00:00Z,343,5,False,0,0
78,36,2019-04-28T13:05:00Z,351,12,True,0,0
78,37,2019-05-03T19:00:00Z,364,7,False,79,2
78,38,2019-05-12T14:00:00Z,371,0,True,8,1
79,1,2018-08-12T12:30:00Z,7,15,False,90,3
79,2,2018-08-19T12:30:00Z,11,17,True,90,2
79,3,2018-08-26T15:00:00Z,22,8,False,90,2
79,4,2018-09-02T15:00:00Z,31,13,True,90,2
79,5,2018-09-16T12:30:00Z,49,19,False,11,1
79,6,2018-09-22T14:00:00Z,52,1,True,90,5
79,7,2018-09-30T15:00:00Z,62,4,False,90,4
79,8,2018-10-06T14:00:00Z,71,9,True,72,2
79,9,2018-10-20T14:00:00Z,86,12,False,21,1
79,10,2018-10-28T13:30:00Z,91,5,True,17,1
79,11,2018-11-03T15:00:00Z,108,18,False,90,5
79,12,2018-11-10T15:00:00Z,115,10,False,0,0
79,13,2018-11-26T20:30:00Z,122,14,True,0,0
79,14,2018-12-01T15:00:00Z,133,6,False,0,0
79,15,2018-12-05T19:45:00Z,142,11,True,90,2
79,16,2018-12-08T15:00:00Z,152,2,True,90,3
79,17,2018-12-15T15:00:00Z,167,16,False,90,2
79,18,2018-12-22T12:30:00Z,170,0,False,90,1
79,19,2018-12-26T15:00:00Z,181,7,True,90,2
79,20,2018-12-30T14:15:00Z,191,18,True,90,8
79,21,2019-01-02T19:45:00Z,205,9,False,90,8
79,22,2019-01-12T15:00:00Z,211,8,True,90,2
79,23,2019-01-19T15:00:00Z,228,17,False,90,3
79,24,2019-01-29T20:00:00Z,234,13,False,90,5
79,25,2019-02-02T15:00:00Z,241,15,True,90,2
79,26,2019-02-09T17:30:00Z,250,2,False,90,1
79,27,2019-02-23T12:30:00Z,262,16,True,90,2
79,28,2019-02-26T20:00:00Z,278,14,False,0,0
79,29,2019-03-02T15:00:00Z,282,6,True,90,7
79,30,2019-03-10T12:00:00Z,296,11,False,90,7
79,31,2019-03-16T15:00:00Z,302,10,True,90,2
79,32,2019-03-30T15:00:00Z,312,19,True,90,3
79,33,2019-04-06T14:00:00Z,320,1,False,90,13
